"","state_fips_code","state_name","disease","vaccine","time_horizon","vaccine_coverage_estimate","vaccine_effectiveness","declining_coverage_among_new_births","coverage_with_decline_applied","structural_vaccine_coverage","effective_structural_vaccine_coverage","total_population","age_group","age_group_length","age_group_population","waning_rate_annual","basic_reproduction_number","observed_national_cases","duration_infectious_days","duration_sick_days","cost_wage_daily","proportion_hospitalized_given_case","duration_hospitalized_days","cost_hospitalization_daily","death_rate","model_type","endemic_equilibrium_incidence_rate_annual","infections","infections_per_100k","additional_infections","additional_infections_per_100k","cases","cases_per_100k","additional_cases","additional_cases_per_100k","hospitalizations","hospitalizations_per_100k","additional_hospitalizations","additional_hospitalizations_per_100k","deaths","deaths_per_100k","additional_deaths","additional_deaths_per_100k","workdays_lost","workdays_lost_per_100k","additional_workdays_lost","additional_workdays_lost_per_100k","productivity_cost","productivity_cost_per_100k","additional_productivity_cost","additional_productivity_cost_per_100k","hospitalization_cost","hospitalization_cost_per_100k","additional_hospitalization_cost","additional_hospitalization_cost_per_100k","total_cost","total_cost_per_100k","additional_total_cost","additional_total_cost_per_100k","vaccine_adverse_events","vaccine_adverse_events_per_100k","vaccine_adverse_events_avoided","vaccine_adverse_events_avoided_per_100k"
"11","01","Alabama","Rotavirus","Rotavirus",10,0.666,0.915,0.1,0.566,0.566,0.51789,5054253,"0-4 years",5,294417,0,4,NA,10,5,200,0.0143,5,1748,7.4e-06,"SIR",0.0962892285992823,28349.1858165149,9628.92285992823,7152.60899052479,2429.41439880333,18287.2865250855,6211.35550090027,4613.95296705243,1567.14896458168,261.508197308723,88.8223836628739,65.9795274288498,22.410230193518,0.135325920285633,0.045964030706662,0.034143251956188,0.0115969023379044,91436.4326254277,31056.7775045013,23069.7648352621,7835.74482290837,18287286.5250855,6211355.50090027,4613952.96705243,1567148.96458167,2285581.64447824,776307.633213517,576661.069728147,195865.411891347,20572868.1695638,6987663.13411379,5190614.03678058,1763014.37647302,2.666240352,0.9056,0.4710672,0.16
"12","01","Alabama","Rotavirus","Rotavirus",20,0.666,0.915,0.1,0.566,0.566,0.51789,5054253,"0-4 years",5,294417,0,4,NA,10,5,200,0.0143,5,1748,7.4e-06,"SIR",0.0962892285992823,28349.1858165149,9628.92285992823,7152.60899052479,2429.41439880333,18287.2865250855,6211.35550090027,4613.95296705243,1567.14896458168,261.508197308723,88.8223836628739,65.9795274288498,22.410230193518,0.135325920285633,0.045964030706662,0.034143251956188,0.0115969023379044,91436.4326254277,31056.7775045013,23069.7648352621,7835.74482290837,18287286.5250855,6211355.50090027,4613952.96705243,1567148.96458167,2285581.64447824,776307.633213517,576661.069728147,195865.411891347,20572868.1695638,6987663.13411379,5190614.03678058,1763014.37647302,2.666240352,0.9056,0.4710672,0.16
"13","01","Alabama","Rotavirus","Rotavirus",1,0.666,0.915,0.15,0.516,0.636,0.58194,5054253,"0-4 years",5,294417,0,4,NA,10,5,200,0.0143,5,1748,7.4e-06,"SIR",0.0803999425919725,23671.1098981008,8039.99425919725,2474.53307211064,840.48579807234,15269.5873481199,5186.3809997792,1596.25379008682,542.17446346061,218.355099078115,74.1652482968426,22.8264291982416,7.75309482748672,0.112994946376088,0.0383792193983661,0.0118122780466425,0.00401209102960852,76347.9367405997,25931.904998896,7981.26895043413,2710.87231730305,15269587.3481199,5186380.9997792,1596253.79008682,542174.46346061,1908423.56594273,648204.270114404,199502.991192631,67762.048792234,17178010.9140627,5834585.26989361,1795756.78127946,609936.512252844,2.430706752,0.8256,0.7066008,0.24
"14","01","Alabama","Rotavirus","Rotavirus",5,0.666,0.915,0.15,0.516,0.516,0.47214,5054253,"0-4 years",5,294417,0,4,NA,10,5,200,0.0143,5,1748,7.4e-06,"SIR",0.105277914598568,30995.6077823665,10527.7914598568,9799.03095637641,3328.28299873187,19994.4211521271,6791.19111740393,6321.08759409402,2146.98458108534,285.920222475418,97.1140329788763,90.3915525955445,30.7018795095204,0.147958716525741,0.0502548142687891,0.0467760481962958,0.0158876859000315,99972.1057606357,33955.9555870197,31605.4379704701,10734.9229054267,19994421.1521271,6791191.11740393,6321087.59409402,2146984.58108534,2498942.74443515,848776.648235378,790022.169685059,268334.426913208,22493363.8965623,7639967.76563931,7111109.76377908,2415319.00799855,2.430706752,0.8256,0.7066008,0.24
"15","01","Alabama","Rotavirus","Rotavirus",10,0.666,0.915,0.15,0.516,0.516,0.47214,5054253,"0-4 years",5,294417,0,4,NA,10,5,200,0.0143,5,1748,7.4e-06,"SIR",0.105277914598568,30995.6077823665,10527.7914598568,9799.03095637641,3328.28299873187,19994.4211521271,6791.19111740393,6321.08759409402,2146.98458108534,285.920222475418,97.1140329788763,90.3915525955445,30.7018795095204,0.147958716525741,0.0502548142687891,0.0467760481962958,0.0158876859000315,99972.1057606357,33955.9555870197,31605.4379704701,10734.9229054267,19994421.1521271,6791191.11740393,6321087.59409402,2146984.58108534,2498942.74443515,848776.648235378,790022.169685059,268334.426913208,22493363.8965623,7639967.76563931,7111109.76377908,2415319.00799855,2.430706752,0.8256,0.7066008,0.24
"16","01","Alabama","Rotavirus","Rotavirus",20,0.666,0.915,0.15,0.516,0.516,0.47214,5054253,"0-4 years",5,294417,0,4,NA,10,5,200,0.0143,5,1748,7.4e-06,"SIR",0.105277914598568,30995.6077823665,10527.7914598568,9799.03095637641,3328.28299873187,19994.4211521271,6791.19111740393,6321.08759409402,2146.98458108534,285.920222475418,97.1140329788763,90.3915525955445,30.7018795095204,0.147958716525741,0.0502548142687891,0.0467760481962958,0.0158876859000315,99972.1057606357,33955.9555870197,31605.4379704701,10734.9229054267,19994421.1521271,6791191.11740393,6321087.59409402,2146984.58108534,2498942.74443515,848776.648235378,790022.169685059,268334.426913208,22493363.8965623,7639967.76563931,7111109.76377908,2415319.00799855,2.430706752,0.8256,0.7066008,0.24
"17","01","Alabama","Rotavirus","Rotavirus",1,0.666,0.915,0.2,0.466,0.626,0.57279,5054253,"0-4 years",5,294417,0,4,NA,10,5,200,0.0143,5,1748,7.4e-06,"SIR",0.082961541162426,24425.288064418,8296.1541162426,3228.71123842786,1096.64565511769,15756.0871124402,5351.62273660836,2082.75355440711,707.416200289762,225.312045707895,76.5282051334995,29.7833758280217,10.1160516641436,0.116595044632058,0.0396020082509018,0.0154123763026126,0.00523487988214424,78780.4355622011,26758.1136830418,10413.7677720355,3537.08100144881,15756087.1124402,5351622.73660836,2082753.55440711,707416.200289762,1969227.279487,668856.512866786,260306.70473691,88414.2915446152,17725314.3919272,6020479.24947514,2343060.25914402,795830.491834376,2.195173152,0.7456,0.9421344,0.32
"18","01","Alabama","Rotavirus","Rotavirus",5,0.666,0.915,0.2,0.466,0.466,0.42639,5054253,"0-4 years",5,294417,0,4,NA,10,5,200,0.0143,5,1748,7.4e-06,"SIR",0.11283276093513,33219.8829762382,11283.276093513,12023.3061502481,4083.76763238811,21429.2404109319,7278.53364816975,7755.90685289883,2634.32711185116,306.438137876327,104.083031168828,110.909467996453,37.6708776994716,0.158576379040896,0.0538611489964562,0.0573937107114514,0.0194940206276986,107146.20205466,36392.6682408488,38779.5342644942,13171.6355592558,21429240.4109319,7278533.64816976,7755906.85289883,2634327.11185116,2678269.3250391,909685.692415552,969348.750289002,329243.471093382,24107509.735971,8188219.34058531,8725255.60318783,2963570.58294454,2.195173152,0.7456,0.9421344,0.32
"19","01","Alabama","Rotavirus","Rotavirus",10,0.666,0.915,0.2,0.466,0.466,0.42639,5054253,"0-4 years",5,294417,0,4,NA,10,5,200,0.0143,5,1748,7.4e-06,"SIR",0.11283276093513,33219.8829762382,11283.276093513,12023.3061502481,4083.76763238811,21429.2404109319,7278.53364816975,7755.90685289883,2634.32711185116,306.438137876327,104.083031168828,110.909467996453,37.6708776994716,0.158576379040896,0.0538611489964562,0.0573937107114514,0.0194940206276986,107146.20205466,36392.6682408488,38779.5342644942,13171.6355592558,21429240.4109319,7278533.64816976,7755906.85289883,2634327.11185116,2678269.3250391,909685.692415552,969348.750289002,329243.471093382,24107509.735971,8188219.34058531,8725255.60318783,2963570.58294454,2.195173152,0.7456,0.9421344,0.32
"20","01","Alabama","Rotavirus","Rotavirus",20,0.666,0.915,0.2,0.466,0.466,0.42639,5054253,"0-4 years",5,294417,0,4,NA,10,5,200,0.0143,5,1748,7.4e-06,"SIR",0.11283276093513,33219.8829762382,11283.276093513,12023.3061502481,4083.76763238811,21429.2404109319,7278.53364816975,7755.90685289883,2634.32711185116,306.438137876327,104.083031168828,110.909467996453,37.6708776994716,0.158576379040896,0.0538611489964562,0.0573937107114514,0.0194940206276986,107146.20205466,36392.6682408488,38779.5342644942,13171.6355592558,21429240.4109319,7278533.64816976,7755906.85289883,2634327.11185116,2678269.3250391,909685.692415552,969348.750289002,329243.471093382,24107509.735971,8188219.34058531,8725255.60318783,2963570.58294454,2.195173152,0.7456,0.9421344,0.32
"21","02","Alaska","Rotavirus","Rotavirus",1,0.705,0.915,0,0.705,0.705,0.645075,733971,"0-4 years",5,47825,0,4,NA,10,5,200,0.0143,5,1748,7.4e-06,"SIR",0.0591251672888639,2827.66112558991,5912.51672888639,0,0,1824.04706555575,3814.00327350914,0,0,26.0838730374472,54.5402468111808,0,0,0.0134979482851125,0.0282236242239677,0,0,9120.23532777874,19070.0163675457,0,0,1824047.06555575,3814003.27350915,0,0,227973.050347289,476681.75712972,0,0,2052020.11590304,4290685.03063887,0,0,0.539466,1.128,0,0
"22","02","Alaska","Rotavirus","Rotavirus",5,0.705,0.915,0,0.705,0.705,0.645075,733971,"0-4 years",5,47825,0,4,NA,10,5,200,0.0143,5,1748,7.4e-06,"SIR",0.0591251672888639,2827.66112558991,5912.51672888639,0,0,1824.04706555575,3814.00327350914,0,0,26.0838730374472,54.5402468111808,0,0,0.0134979482851125,0.0282236242239677,0,0,9120.23532777874,19070.0163675457,0,0,1824047.06555575,3814003.27350915,0,0,227973.050347289,476681.75712972,0,0,2052020.11590304,4290685.03063887,0,0,0.539466,1.128,0,0
"23","02","Alaska","Rotavirus","Rotavirus",10,0.705,0.915,0,0.705,0.705,0.645075,733971,"0-4 years",5,47825,0,4,NA,10,5,200,0.0143,5,1748,7.4e-06,"SIR",0.0591251672888639,2827.66112558991,5912.51672888639,0,0,1824.04706555575,3814.00327350914,0,0,26.0838730374472,54.5402468111808,0,0,0.0134979482851125,0.0282236242239677,0,0,9120.23532777874,19070.0163675457,0,0,1824047.06555575,3814003.27350915,0,0,227973.050347289,476681.75712972,0,0,2052020.11590304,4290685.03063887,0,0,0.539466,1.128,0,0
"24","02","Alaska","Rotavirus","Rotavirus",20,0.705,0.915,0,0.705,0.705,0.645075,733971,"0-4 years",5,47825,0,4,NA,10,5,200,0.0143,5,1748,7.4e-06,"SIR",0.0591251672888639,2827.66112558991,5912.51672888639,0,0,1824.04706555575,3814.00327350914,0,0,26.0838730374472,54.5402468111808,0,0,0.0134979482851125,0.0282236242239677,0,0,9120.23532777874,19070.0163675457,0,0,1824047.06555575,3814003.27350915,0,0,227973.050347289,476681.75712972,0,0,2052020.11590304,4290685.03063887,0,0,0.539466,1.128,0,0
"25","02","Alaska","Rotavirus","Rotavirus",1,0.705,0.915,0.05,0.655,0.695,0.635925,733971,"0-4 years",5,47825,0,4,NA,10,5,200,0.0143,5,1748,7.4e-06,"SIR",0.06266565954817,2996.98516789123,6266.565954817,169.324042301318,354.049225930618,1933.27338680502,4042.39077220077,109.22632124927,228.387498691626,27.6458094313118,57.806188042471,1.56193639386456,3.26594123129025,0.0143062230623571,0.0299136917142857,0.0008082747772446,0.00169006749031803,9666.3669340251,20211.9538610039,546.131606246352,1141.93749345813,1933273.38680502,4042390.77220077,109226.321249271,228387.498691627,241624.374429665,505226.083491197,13651.3240823763,28544.3263614768,2174897.76123468,4547616.85569197,122877.645331647,256931.825053104,0.501206,1.048,0.0382600000000001,0.0800000000000002
"26","02","Alaska","Rotavirus","Rotavirus",5,0.705,0.915,0.05,0.655,0.655,0.599325,733971,"0-4 years",5,47825,0,4,NA,10,5,200,0.0143,5,1748,7.4e-06,"SIR",0.0752105821426343,3596.94609097149,7521.05821426343,769.284965381572,1608.54148537705,2320.29181390326,4851.62951155935,496.244748347513,1037.62623805021,33.1801729388166,69.3783020152988,7.09629990136943,14.838055204118,0.0171701594228841,0.0359020583855392,0.00367221113777159,0.00767843416157155,11601.4590695163,24258.1475577968,2481.22374173756,5188.13119025104,2320291.81390326,4851629.51155935,496244.748347512,1037626.23805021,289994.711485257,606366.359613711,62021.6611379688,129684.602483991,2610286.52538852,5457995.87117307,558266.409485481,1167310.8405342,0.501206,1.048,0.0382600000000001,0.0800000000000002
"27","02","Alaska","Rotavirus","Rotavirus",10,0.705,0.915,0.05,0.655,0.655,0.599325,733971,"0-4 years",5,47825,0,4,NA,10,5,200,0.0143,5,1748,7.4e-06,"SIR",0.0752105821426343,3596.94609097149,7521.05821426343,769.284965381572,1608.54148537705,2320.29181390326,4851.62951155935,496.244748347513,1037.62623805021,33.1801729388166,69.3783020152988,7.09629990136943,14.838055204118,0.0171701594228841,0.0359020583855392,0.00367221113777159,0.00767843416157155,11601.4590695163,24258.1475577968,2481.22374173756,5188.13119025104,2320291.81390326,4851629.51155935,496244.748347512,1037626.23805021,289994.711485257,606366.359613711,62021.6611379688,129684.602483991,2610286.52538852,5457995.87117307,558266.409485481,1167310.8405342,0.501206,1.048,0.0382600000000001,0.0800000000000002
"28","02","Alaska","Rotavirus","Rotavirus",20,0.705,0.915,0.05,0.655,0.655,0.599325,733971,"0-4 years",5,47825,0,4,NA,10,5,200,0.0143,5,1748,7.4e-06,"SIR",0.0752105821426343,3596.94609097149,7521.05821426343,769.284965381572,1608.54148537705,2320.29181390326,4851.62951155935,496.244748347513,1037.62623805021,33.1801729388166,69.3783020152988,7.09629990136943,14.838055204118,0.0171701594228841,0.0359020583855392,0.00367221113777159,0.00767843416157155,11601.4590695163,24258.1475577968,2481.22374173756,5188.13119025104,2320291.81390326,4851629.51155935,496244.748347512,1037626.23805021,289994.711485257,606366.359613711,62021.6611379688,129684.602483991,2610286.52538852,5457995.87117307,558266.409485481,1167310.8405342,0.501206,1.048,0.0382600000000001,0.0800000000000002
"29","02","Alaska","Rotavirus","Rotavirus",1,0.705,0.915,0.1,0.605,0.685,0.626775,733971,"0-4 years",5,47825,0,4,NA,10,5,200,0.0143,5,1748,7.4e-06,"SIR",0.0660325540893563,3158.00689932346,6603.25540893563,330.345773733551,690.738680049244,2037.14411376435,4259.57995559718,213.097048208603,445.576682088036,29.1311608268302,60.9119933650397,3.04728778938302,6.37174655385891,0.0150748664418562,0.0315208916714191,0.00157691815674366,0.00329726744745147,10185.7205688218,21297.8997779859,1065.48524104302,2227.88341044018,2037144.11376435,4259579.95559718,213097.048208603,445576.682088036,254606.345626496,532370.822010447,26633.2952792076,55689.0648807268,2291750.45939085,4791950.77760763,239730.343487811,501265.746968762,0.462946,0.968,0.07652,0.16
"30","02","Alaska","Rotavirus","Rotavirus",5,0.705,0.915,0.1,0.605,0.605,0.553575,733971,"0-4 years",5,47825,0,4,NA,10,5,200,0.0143,5,1748,7.4e-06,"SIR",0.0879991039928319,4208.55714845719,8799.91039928319,1380.89602286727,2887.39367039681,2714.82542494037,5676.58217447019,890.778359384621,1862.57890096105,38.8220035766473,81.1751250949238,12.7381305392001,26.634878283743,0.0200897081445587,0.0420067080910794,0.00659175985944619,0.0137830838671117,13574.1271247018,28382.910872351,4453.8917969231,9312.89450480523,2714825.42494037,5676582.17447019,890778.359384621,1862578.90096105,339304.311259897,709470.593329634,111331.260912609,232788.836199913,3054129.73620027,6386052.76779983,1002109.62029723,2095367.73716096,0.462946,0.968,0.07652,0.16
"31","02","Alaska","Rotavirus","Rotavirus",10,0.705,0.915,0.1,0.605,0.605,0.553575,733971,"0-4 years",5,47825,0,4,NA,10,5,200,0.0143,5,1748,7.4e-06,"SIR",0.0879991039928319,4208.55714845719,8799.91039928319,1380.89602286727,2887.39367039681,2714.82542494037,5676.58217447019,890.778359384621,1862.57890096105,38.8220035766473,81.1751250949238,12.7381305392001,26.634878283743,0.0200897081445587,0.0420067080910794,0.00659175985944619,0.0137830838671117,13574.1271247018,28382.910872351,4453.8917969231,9312.89450480523,2714825.42494037,5676582.17447019,890778.359384621,1862578.90096105,339304.311259897,709470.593329634,111331.260912609,232788.836199913,3054129.73620027,6386052.76779983,1002109.62029723,2095367.73716096,0.462946,0.968,0.07652,0.16
"32","02","Alaska","Rotavirus","Rotavirus",20,0.705,0.915,0.1,0.605,0.605,0.553575,733971,"0-4 years",5,47825,0,4,NA,10,5,200,0.0143,5,1748,7.4e-06,"SIR",0.0879991039928319,4208.55714845719,8799.91039928319,1380.89602286727,2887.39367039681,2714.82542494037,5676.58217447019,890.778359384621,1862.57890096105,38.8220035766473,81.1751250949238,12.7381305392001,26.634878283743,0.0200897081445587,0.0420067080910794,0.00659175985944619,0.0137830838671117,13574.1271247018,28382.910872351,4453.8917969231,9312.89450480523,2714825.42494037,5676582.17447019,890778.359384621,1862578.90096105,339304.311259897,709470.593329634,111331.260912609,232788.836199913,3054129.73620027,6386052.76779983,1002109.62029723,2095367.73716096,0.462946,0.968,0.07652,0.16
"33","02","Alaska","Rotavirus","Rotavirus",1,0.705,0.915,0.15,0.555,0.675,0.617625,733971,"0-4 years",5,47825,0,4,NA,10,5,200,0.0143,5,1748,7.4e-06,"SIR",0.0692383131742399,3311.32232755802,6923.83131742399,483.661201968111,1011.31458853761,2136.04371472602,4466.37473021646,311.996649170274,652.371456707316,30.5454251205821,63.8691586420954,4.46155208313492,9.32891183091462,0.0158067234889726,0.0330511730036018,0.00230877520386003,0.00482754877963414,10680.2185736301,22331.8736510823,1559.98324585137,3261.85728353658,2136043.71472602,4466374.73021646,311996.649170274,652371.456707317,266967.015553888,558216.446531914,38993.9652065991,81534.6894021937,2403010.73027991,5024591.17674838,350990.614376873,733906.146109511,0.424686,0.888,0.11478,0.24
"34","02","Alaska","Rotavirus","Rotavirus",5,0.705,0.915,0.15,0.555,0.555,0.507825,733971,"0-4 years",5,47825,0,4,NA,10,5,200,0.0143,5,1748,7.4e-06,"SIR",0.0984101183522121,4706.46391019454,9841.01183522121,1878.80278460463,3928.49510633483,3036.01149615954,6348.16831397708,1211.96443060379,2534.16504046793,43.4149643950814,90.7788068898722,17.3310913576342,36.2385600786914,0.0224664850715806,0.0469764455234304,0.00896853678646803,0.0187528212994627,15180.0574807977,31740.8415698854,6059.82215301894,12670.8252023397,3036011.49615954,6348168.31397708,1211964.43060379,2534165.04046793,379446.788813011,793406.772217483,151473.738465723,316725.015087763,3415458.28497255,7141575.08619456,1363438.16906951,2850890.05555569,0.424686,0.888,0.11478,0.24
"35","02","Alaska","Rotavirus","Rotavirus",10,0.705,0.915,0.15,0.555,0.555,0.507825,733971,"0-4 years",5,47825,0,4,NA,10,5,200,0.0143,5,1748,7.4e-06,"SIR",0.0984101183522121,4706.46391019454,9841.01183522121,1878.80278460463,3928.49510633483,3036.01149615954,6348.16831397708,1211.96443060379,2534.16504046793,43.4149643950814,90.7788068898722,17.3310913576342,36.2385600786914,0.0224664850715806,0.0469764455234304,0.00896853678646803,0.0187528212994627,15180.0574807977,31740.8415698854,6059.82215301894,12670.8252023397,3036011.49615954,6348168.31397708,1211964.43060379,2534165.04046793,379446.788813011,793406.772217483,151473.738465723,316725.015087763,3415458.28497255,7141575.08619456,1363438.16906951,2850890.05555569,0.424686,0.888,0.11478,0.24
